ID,Name,2019 Revenue,2019 Expenses,2019 Profit,2019 Growth %,2018 Revenue,2018 Expenses,2018 Profit,2018 Growth %,2017 Revenue,2017 Expenses,2017 Profit,Industry,Description,Employees,State,City,Metro Area,Year Founded,Total Growth %,Avg Revenue (2017-2019),Avg Expenses (2017-2019),Avg Profit (2017-2019),Company Founded Longevity,Growth rate in Last 3 Years in %,Admin Spend (2019) Ratio,Marketing & Sales Spend (2019) Ratio,R&D Spend (2019) Ratio,Admin Spend (2019),Marketing & Sales Spend (2019),R&D Spend (2019),Result
746,Stovepuck,11814974.82,5904501.9,5910472.92,4.47,2158432,1091728.12,1066703.88,4.65,382023.36,186109.15,195914.21,Retail,A multichannel retailer that operates brick and mortar stores and two websites that sell bathroom fixtures and components. It also sells its Fresca line of bathroom fixtures wholesale to big box retailers such as Home Depot and Lowes.,73,NY,New York,New York City,2017,29.93,4785143.39,2394113.06,2391030.34,3,14.965,0.2697,0.3398,0.3905,1592444.162,2006349.746,2305707.992,0
747,Pickyfive,9826722.82,4458447.47,5368275.35,2.27,3001386,867010.79,2134375.21,2.36,893269.64,336900.87,556368.77,IT Services,Provides full service IT consulting services designed to allow businesses to outsource all of their IT needs.,45,CO,Denver,Denver,2015,10,4573792.82,1887453.04,2686339.78,5,5,0.2318,0.2012,0.567,1033468.124,897039.631,2527939.715,0
748,Lardfaceimproper,4095195.25,6966310.67,-2871115.42,5.19,661528,1150437.01,-488909.01,4.79,114253.54,181693.46,-67439.92,Human Resources,"A full-service staffing and recruiting company with with specialties in staffing, professional, technical and search services.",38,TX,Austin,Austin,2015,34.84,1623658.93,2766147.05,-1142488.12,5,17.42,0.1753,0.2396,0.5851,1221194.26,1669128.037,4075988.373,0
749,Rattlemurrelet,7496334.01,6186394.38,1309939.62,5.05,1238630,1200428.02,38201.98,2.73,332072.39,279672.84,52399.55,Health,"Develops innovative Web-based staffing services for the healthcare industry. Its network provides physicians, HR professionals and healthcare recruiters with staffing tools to help them find highly qualified personnel.",12,GA,Woodstock,Atlanta,2017,21.57,3022345.47,2555498.41,466847.05,3,10.785,0.2121,0.2934,0.4945,1312134.248,1815088.111,3059172.021,0
750,Mountinggregarious,10042479.24,429829.73,9612649.51,5.09,1649103,61509.62,1587593.38,5.47,254884.54,11816.72,243067.82,Real Estate,"Manages and invests in apartment complexes, which it renovates and stabilizes before flipping or renting to tenants.",150,NC,Winston Salem,"Winston-Salem, NC",2014,38.4,3982155.59,167718.69,3814436.9,6,19.2,0.215,0.3398,0.4452,92413.392,146056.142,191360.196,1
751,Scalptowhee,5503230.4,1830110.38,3673120.03,3.08,1348831,346278.02,1002552.98,1.07,651609.18,266214.11,385395.07,Retail,"Designs and delivers bouquets, flowers, live plants and gifts. Wesley Berry Flowers operates brick and mortar stores and an Internet portal that connects customers with international florists.",100,MI,Commerce Township,Detroit,2015,7.45,2501223.53,814200.84,1687022.69,5,3.725,0.1669,0.2535,0.5796,305445.422,463932.981,1060731.976,0
752,Todaypatches,10397766.89,3073595.57,7324171.33,3.92,2112431,505870.91,1606560.09,5.05,349162.15,78212.92,270949.23,Food & Beverage,"A free daily email publication that delivers stories about dining out, cooking at home or recommendations for cocktails, wines and chefs so readers can try new places to eat and drink out.",41,NY,New York,New York City,2014,28.78,4286453.35,1219226.47,3067226.88,6,14.39,0.143,0.3139,0.5431,439524.167,964801.649,1669269.754,0
753,Aminoshag,5702051.22,3939168.94,1762882.28,5.59,865556,498577.14,366978.86,5.72,128802.98,61312.96,67490.02,Media,"An online news show covering politics, pop culture and lifestyle. It is a top 50 Youtube partner that has more than 35 million views a month and more than 1 billion total views on its Youtube channel.",32,CA,Culver City,Los Angeles,2013,43.27,2232136.73,1499686.35,732450.39,7,21.635,0.2764,0.243,0.4806,1088786.295,957218.052,1893164.593,0
754,Flexthirsty,6981025.96,3767851.71,3213174.26,4.32,1313379,1001089.72,312289.28,4.44,241429.96,232011.1,9418.86,Health,"A buying network that has expanded from providing services to medical spas to catering to the entire aesthetic industry, including plastic surgeons, dermatologists and non-core aesthetic physicians.",9,CA,Huntington Beach,Los Angeles,2015,27.92,2845278.31,1666984.18,1178294.13,5,13.96,0.1917,0.2958,0.5125,722297.173,1114530.536,1931024.001,0
755,Oystergarrulous,9134075.57,3487397.82,5646677.75,2.66,2492397,728614.63,1763782.37,2.15,791237.14,195904.3,595332.84,Business Products & Services,A janitorial and staffing services company dedicated to the hospitality industry on the east coast of the United States.,210,MA,Stoneham,Boston,2012,10.54,4139236.57,1470638.92,2668597.65,8,5.27,0.2849,0.3158,0.3993,993559.639,1101320.232,1392517.95,0
756,Befriendogle,13003636.5,1758424.97,11245211.53,1.85,4567864,11502357.09,-6934493.09,2.31,1380019.34,5077884.42,-3697865.08,Government Services,"Helps federal government agencies operate more efficiently and effectively by providing personnel to support them in acquisition and contracting, finance and budget, and administrative and clerical roles.",52,MD,Bethesda,"Washington, DC",2013,8.42,6317173.28,6112888.83,204284.45,7,4.21,0.1769,0.297,0.5261,311065.377,522252.216,925107.377,0
757,Smugready,9830236.59,1310857.22,8519379.37,4.28,1863027,223843.58,1639183.42,4.36,347579.66,47722.3,299857.36,Advertising & Marketing,"Offers public relations consulting services to technology companies, including consulting on cloud infrastructure and consumer apps.",36,CA,San Francisco,San Francisco,2015,27.28,4013614.42,527474.37,3486140.05,5,13.64,0.2483,0.2097,0.542,325485.848,274886.759,710484.613,1
758,Sidedmisty,5718760.25,3318166.64,2400593.61,3.89,1169280,594688.64,574591.36,4.04,232000,140385.81,91614.19,Manufacturing,A window and door manufacturer that uses innovative designs such as insulated glass or full-wall door systems to offer customers thousands of product choices.,182,AZ,Phoenix,Phoenix,2017,23.65,2373346.75,1351080.36,1022266.39,3,11.825,0.145,0.269,0.586,481134.163,892586.826,1944445.651,0
759,Magnesiumrocked,10530776.62,2385899.73,8144876.89,4.88,1789609,489932.9,1299676.1,5.31,283614.74,81350.71,202264.03,Business Products & Services,"Manages records and documents and reduces document retention risks for clients in government, health and financial services. Its services include both storage and destruction of documents, electronic media and vital records.",522,CA,Livermore,San Francisco,2015,36.13,4201333.45,985727.78,3215605.67,5,18.065,0.2911,0.2648,0.4441,694535.411,631786.249,1059578.07,1
760,Stupidarboreal,11435361.93,5130873.55,6304488.38,4.13,2229609,953926.83,1275682.17,3.93,452253.35,235969.8,216283.55,IT Services,Specializes in creating user-centered digital experiences from mobile apps to websites.,36,PA,Philadelphia,Philadelphia,2006,24.29,4705741.43,2106923.39,2598818.03,14,12.145,0.1519,0.3127,0.5354,779379.692,1604424.159,2747069.699,0
761,Osmiumcrockery,8574592.78,443493.34,8131099.45,1.94,2920545,178895.46,2741649.54,0.27,2299641.73,376983.04,1922658.69,Media,"Reports on newsworthy events of interest to Americans, from political reports to celebrity news and local events. News articles focus on issues of faith and freedom with a Republican outlook.",45,GA,Dallas,Atlanta,2016,2.73,4598259.84,333123.95,4265135.89,4,1.365,0.1428,0.3192,0.538,63330.849,141563.074,238599.417,0
762,Schnitzelfields,9984254.88,5916942.36,4067312.52,5.36,1570220,870194.31,700025.69,,,,,Food & Beverage,"Provides healthful, affordable, fresh meals to students. The meals and snacks contain whole grains and fresh fruits and vegetables, and never have high-fructose corn syrup or anything fried or artificial.",1587,CA,Oakland,San Francisco,2018,,,,,2,,0.1419,0.235,0.6231,839614.121,1390481.455,3686846.785,0
763,Bignumadept,7861100.96,4068629.7,3792471.26,4.81,1352222,714488.39,637733.61,5.35,212948.35,100286.19,112662.16,IT Services,An IT/Software development and consulting company.,55,GA,Suwanee,Atlanta,2016,35.92,3142090.44,1627801.43,1514289.01,4,17.96,0.1663,0.2362,0.5975,676613.119,961010.335,2431006.246,0
764,Shapelessunits,7686484.41,5238627.36,2447857.05,3.61,1667471,1157914.01,509556.99,4.04,330847.42,191169.67,139677.75,Financial Services,Operates banks and mortgage offices throughout the U.S.,663,TN,Memphis,"Memphis, TN-MS-AR",2017,22.23,3228267.61,2195903.68,1032363.93,3,11.115,0.1712,0.3077,0.5211,896853.004,1611925.639,2729848.717,0
765,Samsungclimbing,10239914.83,5575607.53,4664307.3,3.95,2069542,1124759.29,944782.71,2.25,636782.15,540213.45,96568.7,IT Services,"Provides recruitment, staffing and technical support to clients in the financial and telecom industries.",42,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",2014,15.08,4315412.99,2413526.76,1901886.24,6,7.54,0.1419,0.2212,0.6369,791178.709,1233324.386,3551104.436,0
766,Kickminstrel,9479115.94,3100573.41,6378542.53,2.95,2398097,928791.8,1469305.2,1.15,1115393.95,339731.06,775662.89,IT Services,"Provides enterprise resource planning integration services to the federal government, including strategy definition and planning through implementation, integration, operations, maintenance and optimization of federal administrative systems.",125,VA,Reston,"Washington, DC",2010,7.5,4330868.96,1456365.42,2874503.54,10,3.75,0.206,0.213,0.581,638718.122,660422.136,1801433.151,0
767,Cherriesplump,9503958.93,3757806.73,5746152.19,3.96,1917789,826723.96,1091065.04,3.55,421492.09,174989.11,246502.98,Financial Services,"Offers short-term loans, check cashing services, wire transfer, bill payment and unlimited free money orders to its customers.",605,TN,Nashville,Nashville,2015,21.55,3947746.67,1586506.6,2361240.07,5,10.775,0.239,0.3252,0.4358,898115.808,1222038.749,1637652.173,0
768,Solsticeaudio,10544309.4,4248731.69,6295577.72,3.75,2220121,763050.26,1457070.74,3.38,506876.94,183094.83,323782.11,Health,Operates a specialty pharmacy through physical locations nationwide as well as through a mail-order facility and a wholesale division.,360,AZ,Phoenix,Phoenix,2015,19.8,4423769.11,1731625.59,2692143.52,5,9.9,0.2043,0.272,0.5237,868015.884,1155655.02,2225060.786,0
769,Skywalkerwhether,9375557.4,1543571.69,7831985.71,3.74,1979274,256541.38,1722732.62,3.85,408097.73,51532.53,356565.2,Advertising & Marketing,"Provides safe engagement-based ad displays for online advertisers such as banners, pop-ups and page-unders.",37,CA,Culver City,Los Angeles,2015,21.97,3920976.38,617215.2,3303761.18,5,10.985,0.177,0.2339,0.5891,273212.189,361041.418,909318.083,0
770,Studyingforty,8025209.29,2720831.5,5304377.79,4.61,1431050,489372.93,941677.07,4.97,239706.87,67421.7,172285.17,Business Products & Services,"Provides corporate real estate and workplace management services, helping clients develop and articulate an enterprise-wide workplace strategy, standardize business practices, increase mobility and align technology services.",26,TX,Houston,Houston,2015,32.48,3231988.72,1092542.04,2139446.68,5,16.24,0.1779,0.201,0.6211,484035.924,546887.132,1689908.445,0
771,Ascendermogul,11490135.47,4083093.26,7407042.21,2.98,2886624,658197,2228427,,,,,Health,"A medication therapy management services administrator focused on the appropriate use of medications to achieve positive, cost-effective health outcomes. It trains network providers to deliver MTM services at local, chain and independent pharmacies.",50,IA,West Des Moines,"Des Moines-West Des Moines, IA",2018,,,,,2,,0.2962,0.3266,0.3772,1209412.224,1333538.259,1540142.778,0
772,Vapourmammering,11999541.9,3644199.67,8355342.23,3.64,2584640,613634.71,1971005.29,5.49,398249.61,101307.07,296942.54,Advertising & Marketing,"An advertising, marketing and public relations firm focusing on digital marketing for the family living, healthcare and education sectors.",31,TX,Austin,Austin,2015,29.13,4994143.84,1453047.15,3541096.69,5,14.565,0.1696,0.2916,0.5388,618056.264,1062648.624,1963494.782,1
773,Touchyopposite,7875854.65,5508952.81,2366901.85,4.2,1514253,892895.69,621357.31,4.07,298669.23,194600.13,104069.1,Real Estate,A real estate agency with six Southern California locations that sells upscale residential properties as well as selling investment property around the globe.,350,CA,Beverly Hills,Los Angeles,2016,25.37,3229592.29,2198816.21,1030776.09,4,12.685,0.2367,0.2566,0.5067,1303969.13,1413597.291,2791386.389,0
774,Turbulentbridle,10687896.79,3544193.95,7143702.84,4.75,1858038,626632.56,1231405.44,5.32,293993.35,132614.45,161378.9,Business Products & Services,"A supplier of AM and RF retail security tags, EAS systems and labels and detachers. Industrial Security also offers custom CCTV and EAS system installation for retailers nationwide.",11,CA,Huntington Beach,Los Angeles,2017,35.35,4279976.05,1434480.32,2845495.73,3,17.675,0.2834,0.3051,0.4115,1004424.565,1081333.574,1458435.81,0
775,Bobcheek,11525726.76,2217638.42,9308088.34,2.97,2900970,611327.9,2289642.1,3.01,723433.92,260828.88,462605.04,Real Estate,"A real estate investment firm that identifies undervalued or mismanaged commercial, residential and land assets and takes an active role in adding value to maximize returns.",23,CA,Irvine,Los Angeles,2016,14.93,5050043.56,1029931.73,4020111.83,4,7.465,0.2133,0.251,0.5357,473022.275,556627.243,1187988.902,0
776,Cribcaused,7020222.78,5683236.38,1336986.4,5.31,1112229,798696.78,313532.22,3.51,246613.97,176508.41,70105.56,Financial Services,Offers a full suite of analytic services for institutional investors and managers for use with both traditional and alternative data.,201,GA,Marietta,Atlanta,2008,27.47,2793021.92,2219480.52,573541.39,12,13.735,0.2783,0.2861,0.4356,1581644.685,1625973.928,2475617.767,0
777,Bushoil,10139869.78,5024686.66,5115183.12,4.05,2006201,900104.86,1106096.14,3.55,440923.3,160834.23,280089.07,Software,"Designs high-performance flow processing silicon and software for applications in cyber security, network analytics, software-defined networking and cloud data center server virtualization.",220,CA,Santa Clara,San Jose,2016,22,4195664.69,2028541.92,2167122.78,4,11,0.1471,0.3399,0.513,739131.408,1707890.996,2577664.257,0
778,Aldineammonium,12263253.18,2195786.61,10067466.56,2.91,3139719,543377.76,2596341.24,0.63,1926207.98,1316828.94,609379.04,Telecommunications,"Provides telecommunications infrastructure from inside wiring to plants and wireless installations for large building and property management companies, telecommunications carriers, data centers and enterprise customers.",72,CA,Irvine,Los Angeles,2015,5.37,5776393.39,1351997.77,4424395.61,5,2.685,0.243,0.2838,0.4732,533576.146,623164.24,1039046.224,0
779,Tryfanscaly,8456969.63,6736439.04,1720530.59,5.17,1371216,918869.08,452346.92,5.54,209666.06,139146.43,70519.63,Government Services,"A global provider of high-impact national security, intelligence and private sector capital management services that uses international expertise to solve complex organizational, management and operational challenges.",28,VA,Alexandria,"Washington, DC",2014,39.34,3345950.56,2598151.52,747799.05,6,19.67,0.1949,0.3116,0.4935,1312931.969,2099074.405,3324432.666,0
780,Cajoleavoidant,10771338.69,1185898.22,9585440.48,3.13,2606310,317595.27,2288714.73,3.61,565360.09,113950.19,451409.9,IT Services,An IT managed services provider for a variety of business clients.,17,TN,Nashville,Nashville,2007,18.05,4647669.59,539147.89,4108521.7,13,9.025,0.1958,0.2512,0.553,232198.871,297897.633,655801.716,0
781,Cogstrip,9705673.26,6667371.66,3038301.6,4.36,1812137,1172447.95,639689.05,1.22,816277.93,303400.84,512877.09,IT Services,Provides IT professionals to Minnesota businesses from start ups to Fortune 500 companies.,30,MN,Minneapolis,Minneapolis,2016,10.89,4111362.73,2714406.82,1396955.91,4,5.445,0.2082,0.259,0.5328,1388146.78,1726849.26,3552375.62,0
782,Needlesbosnian,11671478.08,3144844.67,8526633.4,3.6,2535868,822080.01,1713787.99,5.04,419845.7,167357.56,252488.14,Human Resources,A full service HR outsorucing service reaching out to medium and small businesses.,23,TX,Rockwall,Dallas,2016,26.8,4875730.59,1378094.08,3497636.51,4,13.4,0.1645,0.3095,0.526,517326.948,973329.425,1654188.296,1
783,Announcesbuck,6146640.14,4390259.57,1756380.57,4.89,1043729,978701.57,65027.43,2.88,269002.32,187556.85,81445.47,Health,"Provides behavioral, educational and case management services for individuals with complex conditions such as Alzheimer's and autism.",370,FL,Deerfield Beach,Miami,2017,21.85,2486457.15,1852172.66,634284.49,3,10.925,0.2661,0.2286,0.5053,1168248.072,1003613.338,2218398.161,0
784,Ericssonsafe,4844388.94,6503652.05,-1659263.12,3.3,1126692,1674838.93,-548146.93,1.91,387179.38,403780.96,-16601.58,IT Services,"Provides shared technology infrastructure services and managed IT services to the Cincinnati and surrounding commercial markets. Its services include technical resources in people & process, virtualization technologies and private to public cloud computing integrations.",9,KY,Erlanger,Cincinnati,2015,11.51,2119420.11,2860757.31,-741337.21,5,5.755,0.2395,0.3267,0.4338,1557624.666,2124743.125,2821284.259,0
785,Geometrycrane,7273494.56,436039.14,6837455.42,4.15,1411231,76962.93,1334268.07,3.9,288006.33,20491.08,267515.25,Real Estate,A real estate firm that has three offices in Virginia.,5,VA,Fredericksburg,"Washington, DC",2016,24.25,2990910.63,177831.05,2813079.58,4,12.125,0.2139,0.3148,0.4713,93268.772,137265.121,205505.247,0
786,Flakesmingling,6047508.82,2563659.06,3483849.77,4.7,1061165,483863.79,577301.21,5.7,158382.84,91239.81,67143.03,Software,Designs and distributes business intelligence software for businesses-seeking financial data consolidation and reporting as well as report delivery services.,41,TX,Dallas,Dallas,2006,37.18,2422352.22,1046254.22,1376098,14,18.59,0.2967,0.3057,0.3976,760637.643,783710.575,1019310.842,0
787,Ahemparticular,12367661.07,4908512.38,7459148.69,3.94,2502931,1020427.79,1482503.21,4.44,460097.61,135336.28,324761.33,Retail,"Owns and operates a portfolio of shopping sites that offer a wide selection, same day shipping and superior customer service.",22,MN,Roseville,Minneapolis,2014,25.88,5110229.89,2021425.48,3088804.41,6,12.94,0.2719,0.2974,0.4307,1334624.516,1459791.582,2114096.282,0
788,Tubeverest,8116525.7,596967.14,7519558.56,4.91,1372553,113665.77,1258887.23,3.94,277844.74,19110.94,258733.8,Manufacturing,Sells machinery that manufactures beverage pouches with slider and press-to-close zippers from printed laminated roll stock films.. PPI also offers prefabricated pouches with spout fitments. It holds more than 30 patents in the pouch machine market.,45,FL,Sarasota,"Sarasota-Bradenton-Venice, FL",2014,28.21,3255641.15,243247.95,3012393.2,6,14.105,0.1718,0.2314,0.5968,102558.955,138138.196,356269.989,0
789,Liripoopquean,6129971.24,2398306.89,3731664.35,3.35,1408106,400479.94,1007626.06,4.31,265180.04,86528.14,178651.9,Manufacturing,"Manufactures architectural metal panel systems and components for the commercial construction industry. It produces up to 15,000SF of green building products weekly.",30,MI,Manchester,"Jackson, MI",2014,22.12,2601085.76,961771.66,1639314.1,6,11.06,0.2025,0.3099,0.4876,485657.145,743235.305,1169414.44,0
790,Rawchickenequip,5865322.61,4128305.31,1737017.3,1.39,2451275,2107390.44,343884.56,0.8,1361819.44,4382275.82,-3020456.38,Human Resources,"Provides temporary or contract staffing, direct hire and executive search services for emerging growth and Fortune 500 companies within the administrative, human resources and technology sectors.",335,MA,Boston,Boston,2003,3.31,3226139.02,3539323.86,-313184.84,17,1.655,0.2156,0.3423,0.4421,890062.625,1413118.908,1825123.778,0
791,Oraclemend,11043820.57,8701267.09,2342553.49,3.87,2269618,1608773.76,660844.24,3.5,504359.56,420946.71,83412.85,IT Services,"Provides software development, consulting and innovation services that enable organizations to seize market opportunity and work more efficiently.",250,TX,Houston,Houston,2016,20.9,4605932.71,3576995.85,1028936.86,4,10.45,0.276,0.3016,0.4224,2401549.717,2624302.154,3675415.219,0
792,Nthracer,7748178.57,1068850.33,6679328.24,4.27,1469911,183939.86,1285971.14,3.26,345049.53,40317.86,304731.67,Manufacturing,"Provides a broad range of prototyping, manufacturing, production fabricating, coating and assembly services to a variety of markets including agricultural, construction, industrial, power generation and transportation.",336,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",2013,21.46,3187713.03,431036.02,2756677.02,7,10.73,0.1477,0.2119,0.6404,157869.194,226489.385,684491.751,0
793,Loosepause,10008935.13,5285445.43,4723489.7,4.58,1794333,858002.8,936330.2,4.41,331669.69,217641.78,114027.91,Financial Services,"Provides mortgage quality control, RMBS class action litigation re-underwriting, and expert witness support services. It has underwritten tens of thousands of mortgage loans, totaling billions of dollars, for defense litigation.",85,FL,Sunrise,Miami,2010,29.18,4044979.27,2120363.34,1924615.94,10,14.59,0.2998,0.2093,0.4909,1584576.54,1106243.728,2594625.162,0
794,Teenagean,7338571.01,5388720.66,1949850.35,4.12,1433734,1138089.73,295644.27,5.64,215923.8,166855.38,49068.42,Software,"A software consulting company that builds custom apps for clients. Its core capabilities include building applications on mobile, Web and TV platforms using open source software developed in-house.",19,IL,Elgin,Chicago,2016,32.99,2996076.27,2231221.92,764854.35,4,16.495,0.1662,0.306,0.5278,895605.374,1648948.522,2844166.764,0
795,Pendulumfriction,10190851.2,2487992.89,7702858.31,3.57,2228162,475314.32,1752847.68,2.76,592596.28,128014.51,464581.77,Environmental Services,"Provides waste transportation and disposal services such as 24-hour spill response, safety training and creation of environmental products.",108,OK,Oklahoma City,"Oklahoma City, OK",2015,16.2,4337203.16,1030440.57,3306762.59,5,8.1,0.2022,0.3142,0.4836,503072.162,781727.366,1203193.362,0
796,Dragonnode,9649797.18,5757388.18,3892408.99,4.83,1656446,781206.6,875239.4,6.18,230702.79,104764.76,125938.03,IT Services,Provides technology services to government and commercial clients.,144,VA,Falls Church,"Washington, DC",2017,40.83,3845648.66,2214453.18,1631195.47,3,20.415,0.2625,0.3175,0.42,1511314.397,1827970.747,2418103.036,0
797,Australisbetter,11078803.86,3006435.33,8072368.53,3.8,2307722,421066.96,1886655.04,3.63,498428.08,201973.27,296454.81,Health,"A staffing company that provides clinical information assistants (scribes"") to health care organizations as a low-cost way to boost clinical efficiency and profitability while improving patient care.""",1600,CA,El Segundo,Los Angeles,2014,21.23,4628317.98,1209825.19,3418492.79,6,10.615,0.2983,0.2935,0.4082,896819.659,882388.769,1227226.902,1
798,Profilecliche,9398668,3333103.31,6065564.69,4.18,1813023,778576.46,1034446.54,2.39,534815.04,333476.89,201338.15,Construction,"A facilities management company performing repair, roll-out and construction services throughout the U.S. and Canada, using more than 10,000 technicians.",125,NY,Melville,New York City,2004,16.57,3915502.01,1481718.89,2433783.13,16,8.285,0.182,0.2992,0.5188,606624.802,997264.51,1729213.997,0
799,Indonesianheliopause,8703595.42,6649913.75,2053681.67,4.18,1680931,1355465.67,325465.33,1.93,573696.59,890395.25,-316698.66,Health,"Optimizes healthcare performance and revenue through a mobile platform used by over 25,000 physicans.",120,GA,atlanta,Atlanta,2017,14.17,3652741,2965258.22,687482.78,3,7.085,0.169,0.3238,0.5072,1123835.424,2153242.072,3372836.254,0
800,Roastjittery,9006368.63,4505334.53,4501034.1,3.92,1829292,704850.28,1124441.72,2.23,566344.27,149096.35,417247.92,Advertising & Marketing,"A low-cost direct mail, printing and graphic design company for small businesses nationwide.",36,FL,Tampa,Tampa,2017,14.9,3800668.3,1786427.05,2014241.25,3,7.45,0.272,0.2994,0.4286,1225450.992,1348897.158,1930986.38,0
801,Abaftpractised,8151016.18,4306925.84,3844090.34,3.86,1677495,1214534.81,462960.19,4.09,329566.8,202277.04,127289.76,Software,"A software company that provides a full-featured, on-demand call center software product in a SaaS model.",533,CA,San Ramon,San Francisco,2016,23.73,3386025.99,1907912.56,1478113.43,4,11.865,0.2021,0.3499,0.448,870429.712,1506993.351,1929502.776,0
802,Soulfulantigravity,10954008.73,4886199.95,6067808.77,2.85,2845749,1011941.55,1833807.45,3.63,614632.61,173317.21,441315.4,Retail,Sells guns and ammunition and provides gunsmithing services from two locations in California.,60,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",2016,16.82,4804796.78,2023819.57,2780977.21,4,8.41,0.245,0.3331,0.4219,1197118.988,1627593.203,2061487.759,0
803,Toolsavagery,8942107.06,4491305.44,4450801.62,3.69,1905063,924536.73,980526.27,3.93,386422.52,192153.6,194268.92,Retail,"Provides authentic pre-owned luxury goods such as designer handbags, clothing and accessories from top-name designers including Chanel, Louis Vuitton and Gucci.",10,FL,Tampa,Tampa,2011,22.14,3744530.86,1869331.92,1875198.94,9,11.07,0.251,0.254,0.495,1127317.665,1140791.582,2223196.193,0
804,Bittenwheat,8311363.53,6363461.03,1947902.5,2.84,2165332,2380178.98,-214846.98,1.07,1046054.11,968653.77,77400.34,Energy,"Provides customized training curriculum, new technology implementations and collaborative learning methods in the utility and energy industry.",221,WA,Renton,Seattle,2016,6.95,3840916.55,3237431.26,603485.29,4,3.475,0.2259,0.243,0.5311,1437505.847,1546321.03,3379634.153,0
805,Charmdrone,7308411.09,10869101.1,-3560690.02,4.51,1326958,2179814.02,-852856.02,5.92,191756.94,319657.35,-127900.41,Business Products & Services,A commercial cleaning company that offeres janitorial services through an expanding network of franchises.,300,SC,Daniel Island,"Charleston-North Charleston, SC",2011,37.11,2942375.34,4456190.82,-1513815.48,9,18.555,0.2324,0.3498,0.4178,2525979.096,3802011.565,4541110.44,0
806,Magmarejoice,5894152.08,6401348.16,-507196.08,1.88,2048105,2277545.22,-229440.22,0.35,1517114.81,5158766.34,-3641651.53,Health,"An integrated pharmacy model that offers traditional prescriptions along with customized compounded medications and specialty pharmacy services. It has served over 45,000 patients, including patients with complex medical conditions such as HIV/AIDS, Hepatitis C and infertility.",60,ME,Portland,"Portland-South Portland-Biddeford, ME",2016,2.89,3153123.96,4612553.24,-1459429.28,4,1.445,0.2359,0.2912,0.4729,1510078.031,1864072.584,3027197.545,0
807,Fermiumdessicants,7750699.36,5018640.62,2732058.73,3.53,1709498,1100170.64,609327.36,3.15,411927.23,292795.65,119131.58,Business Products & Services,"Provides business intelligence consulting services, along with CFO services, enterprise application optimization, IT management and regulatory compliance and risk management.",154,GA,Atlanta,Atlanta,2013,17.82,3290708.2,2137202.3,1153505.89,7,8.91,0.1879,0.2089,0.6032,943002.572,1048394.026,3027244.022,0
808,Dessertsmugger,7463326.35,1774638.07,5688688.27,2.93,1897281,670554.63,1226726.37,2.78,501926.19,204104.96,297821.23,Software,"A mobile application lifecycle management company that produces mobile application development and testing, quality assurance testing and ERP testing services.",89,CA,Santa Clara,San Jose,2017,13.87,3287511.18,883099.22,2404411.96,3,6.935,0.148,0.2749,0.5771,262646.434,487848.005,1024143.63,0
809,Bloodhoundthin,13712278.93,2837398.62,10874880.31,3.53,3028610,716024.52,2312585.48,3.87,621891.17,203582.05,418309.12,Government Services,"Offers software and system development, information and data systems maintenance and IT outsourcing to the earth science and aerospace industries.",120,MD,Greenbelt,"Washington, DC",2004,21.05,5787593.37,1252335.06,4535258.3,16,10.525,0.2882,0.323,0.3888,817738.282,916479.754,1103180.583,1
810,Waggerhooves,8222254.42,4879893.11,3342361.32,3.68,1758434,683833.31,1074600.69,2.78,465194.18,307191.36,158002.82,IT Services,Provides full-service IT and business consulting services with a specialization in business intelligence. Customers include ADT Security Services and Cox Communications.,39,FL,Tampa,Tampa,2013,16.67,3481960.87,1956972.59,1524988.28,7,8.335,0.2799,0.3181,0.402,1365882.081,1552293.998,1961717.03,0
811,Ganymedeunique,6687379.89,1662557.74,5024822.15,5.03,1108510,298133.54,810376.46,4.86,189165.53,69272.35,119893.18,Business Products & Services,"A WBE-certified leadership consulting firm that focuses on pioneering inventive consulting, workforce planning and talent acquisition services for specialty pharmacies, retail chains and manufacturing clients.",15,FL,Sanford,"Orlando, FL",2015,34.35,2661685.14,676654.54,1985030.6,5,17.175,0.1573,0.2785,0.5642,261520.333,463022.331,938015.077,0
812,Elongationmanagerial,10299964.66,3024480.51,7275484.15,5.31,1633278,746568.83,886709.17,4.56,293755.04,141662.69,152092.35,Energy,"An accredited and approved ESCO that helps solve energy, water and facility problems for clients in a wide range of industries including municipalities, colleges & universities and healthcare.",27,NY,Buffalo,"Buffalo-Niagara Falls, NY",2016,34.06,4075665.9,1304237.34,2771428.56,4,17.03,0.1514,0.2848,0.5638,457906.349,861372.049,1705202.112,0
813,Lotwee,8131490.71,6371665.1,1759825.6,4.3,1533414,1226581.84,306832.16,4.38,285021.19,310995.05,-25973.86,Environmental Services,"Specializes in commercial landscape management for home owners associations, property owners associations and retirement communities, using a customized horticulture program to maximize irrigation system efficiency.",50,FL,Clearwater,Tampa,2016,27.53,3316641.97,2636414,680227.97,4,13.765,0.2872,0.2953,0.4175,1829942.217,1881552.704,2660170.179,0
